vin,lat,lng,currentElectricity,averageEnergyConsumption,chargeStatus,bcuSOH
LS5A2AJX3KA004053,37.54139,121.38004,74,943718.44,3,97
LS6A2E0E0KA003042,32.08048,118.80417,82,1028915.2,3,100
LS6A2E0E9KA002732,32.07954,118.90324,92,806092.8,3,100
LS6A2E0E9KA001113,32.08219,118.82456,71,825753.6,3,100
LS6A2E0EXKA001461,32.05994,118.73175,68,838860.8,3,100
LS6A2E0EXKA000939,31.96143,118.83342,81,799539.2,3,100
LS5A2DJX7KA002405,32.00584,118.77205,86,956825.6,3,99.700005
LS6A2E0E5KA000945,32.09563,118.91185,86,1002700.8,3,100
LS6A2E0E9KA002990,32.06201,118.91845,81,1022361.6,1,100
LS6A2E0E7KA002910,32.18852,118.70384,32,838860.8,3,100
LS6A2E0E3KA001608,31.96648,118.81712,66,819200,3,100
LS6A2E0E6KA001098,32.11586,118.82728,39,845414.44,1,100
LS5A2DJX0KA002374,31.95595,118.79663,78,851968,3,100
LS6A2E0E7KA009517,30.37012,120.17672,48,1048576,3,100
LS6A2E0E0KA009004,29.88196,121.62386,85,1074790.4,3,100
LS6A2E0E6KA002946,32.0752,118.76788,95,1140326.4,3,100
LS6A2E0E4KA001987,32.1808,118.71514,65,983040,3,100
LS6A2E0E4KA001178,31.88623,118.87278,96,891289.6,3,100
LS6A2E0E6KA002428,32.07026,118.7329,68,1028915.2,3,99.8
LS5A2DJX0KA002536,32.0149,118.78804,62,825753.6,3,89.1
LS6A2E0E1KA009352,30.29173,120.14157,70,1022361.6,3,100
LS6A2E0EXKA007616,0,0,99,845414.44,3,100
LS6A2E0E0KA002781,32.10846,118.84221,99,838860.8,3,100
LS6A2E0E0KA002943,31.93067,118.89092,87,897843.2,3,100
LS6A2E0E1KA009433,30.23493,120.0203,34,930611.2,3,100
LS5A2DJX7KA002923,31.99603,118.7576,48,845414.44,3,100
LS5A2AJXXKA002879,37.8596,112.55934,85,1022361.6,3,100
LS6A2E0E1KA001493,32.05997,118.73495,49,910950.44,3,100
LS5A2DJX6KA002802,32.03411,118.72502,93,825753.6,3,99.6
LS6A2E0E6KA001151,32.04324,118.78305,93,983040,3,100
LS6A2E0E1KA000943,32.02238,118.80782,58,1133772.9,3,100
LS6A2E0E5KA001643,31.8389,118.84052,63,884736,3,100
LS6A2E0E1KA002966,31.92244,118.89843,73,1218969.6,3,99.9
LS6A2E0E7KA003149,32.09181,118.90105,74,1094451.2,3,100
LS6A2E0E6KA002784,32.05055,118.75376,95,806092.8,3,100
LS5A2AJX6KA002877,40.08092,113.30845,99,1002700.8,3,99.3
LS6A2E0E1KA002370,32.11416,118.80886,90,832307.2,3,100
LS5A2DJX3KA002367,32.04864,118.73861,67,904396.8,3,99.3
LS5A2DJX6KA004596,29.4887,106.45368,100,851968,3,99.5
LS5A2DJX8KA003059,32.01685,118.73004,34,806092.8,3,98.5
LS6A2E0E8KA002740,0,0,73,891289.6,3,100
LS5A2DJX5KA002855,32.09249,118.78981,81,963379.2,3,99.3
LS6A2E0E3KA001494,31.97876,118.79913,32,806092.8,3,100
LS6A2E0E2KA009831,30.32567,120.12782,29,1179648,3,100
LS5A2DJXXKA002673,32.12524,118.89682,99,884736,3,99.9
LS5A2DJX4KA002524,31.97325,118.82352,51,1009254.44,3,99.8
LS6A2E0E6KA009041,0,0,81,891289.6,3,100
LS5A2DJX5KA006002,29.75791,106.65554,56,865075.2,3,100
LS5A2DJXXKA002480,32.13492,118.86264,75,937164.8,3,100
LS5A2DJXXKA002804,32.07255,118.77898,71,819200,3,100
LS6A2E0E7KA001062,32.06371,118.73698,60,891289.6,3,100
LS6A2E0E4KA007725,29.62107,106.52514,34,1218969.6,3,100
LS5A2DJX9KA003135,31.94178,118.67095,70,806092.8,3,100
LS6A2E0E2KA003222,32.0992,118.89817,69,910950.44,3,100
LS6A2E0E2KA001163,32.11339,118.81741,46,1055129.6,3,100
LS5A2DJXXKA002527,32.09594,118.75298,34,1068236.9,3,89.6
LS5A2AJX3KA002061,29.4684,106.54281,41,956825.6,3,96.5
LS5A2AJX7KA004198,34.97573,111.02583,40,1218969.6,3,100
LS5A2DJX3KA001039,32.07088,118.9328,89,1042022.44,3,99.5
LS5A2DJX3KA001185,0,0,74,1087897.6,3,100
LS5A2DJX1KA002397,0,0,96,1042022.44,1,88.9
LS5A2DJX5KA002192,32.01003,118.76872,27,917504,3,90.700005
LS6A2E0E8KA010093,30.37087,120.17609,46,1081344,3,100
LS6A2E0E6KA009931,0,0,46,1002700.8,3,100
LS6A2E0E5KA000945,32.09558,118.91195,86,1002700.8,3,100
LS5A2DJX2KA002134,0,0,91,884736,3,99.4
LS6A2E0E5KA002940,31.96546,118.87566,82,806092.8,3,100
LS5A2DJX6KA001164,32.15259,118.84776,97,976486.44,3,100
LS5A2DJX2KA002750,0,0,47,1002700.8,3,100
LS5A2DJX5KA002760,31.97016,118.7579,94,1015808,3,97
LS5A2DJX2KA001114,31.92093,118.8282,40,1068236.9,3,99.6
LS6A2E0E9KA000981,31.92479,118.85863,99,806092.8,3,100
LS6A2E0E9KA002245,32.12126,118.83437,91,989593.6,3,100
LS6A2E0E4KA003058,32.07758,118.87573,50,1087897.6,3,100
LS6A2E0E4KA001424,32.13154,118.86299,50,1061683.2,1,100
LS6A2E0E5KA001240,31.73848,118.8868,59,819200,3,99.9
LS6A2E0E2KA002829,32.11925,118.90097,66,1127219.2,3,99.9
LS6A2E0E1KA001445,0,0,90,878182.44,3,100
LS5A2DJXXKA002284,31.99016,118.718,9,1068236.9,1,97.3
LS6A2E0E9KA010071,30.37,120.17684,47,1009254.44,3,100
LS6A2E0E5KA009788,30.37011,120.17662,53,917504,3,100
LS6A2E0E1KA001106,31.85996,118.78877,35,1101004.9,3,100
LS6A2E0E0KA007558,29.54704,106.58368,53,871628.8,3,100
LS5A2AJX5KA003969,35.39957,119.53418,65,871628.8,3,95
LS5A2DJX5KA004606,29.58755,106.56212,53,832307.2,3,96.200005
LS5A2DJX7KA002839,0,0,83,983040,1,97.700005
LS6A2E0E5KA002761,32.07981,118.90302,93,832307.2,3,100
LS5A2AJX0KA002874,37.97807,112.56308,70,910950.44,3,100
LS6A2E0EXKA002805,32.08549,118.77456,66,891289.6,1,100
LS5A2DJX8KA002395,32.03792,118.78181,79,878182.44,3,99.700005
LS5A2AJX3KA003503,35.01008,110.99727,79,871628.8,3,100
LS5A2AJX5KA007732,28.66359,121.44219,88,930611.2,3,100
LS5A2DJX5KA001088,32.13909,118.82788,91,865075.2,3,100
LS5A2DJX4KA002345,32.09451,118.7375,88,806092.8,3,88.4
LS6A2E0E8KA002995,0,0,48,838860.8,3,100
LS6A2E0E7KA003152,32.07642,118.73827,90,1002700.8,3,100
LS6A2E0E7KA001210,32.09652,118.81266,66,806092.8,1,100
LS6A2E0E0KA009004,29.95362,121.70486,89,1074790.4,3,100
LS6A2E0E8KA003192,32.08107,118.81935,73,917504,3,100
LS5A2DJX7KA002260,32.0616,118.74882,81,989593.6,3,90
LS6A2E0E2KA002006,31.96736,118.81169,87,825753.6,3,99.9
LS6A2E0E3KA000944,31.95468,118.81108,83,1114112,1,100
LS6A2E0EXKA001380,32.10417,118.82398,67,871628.8,3,100
LS6A2E0EXKA002738,31.99127,118.71462,82,910950.44,3,100
LS5A2DJX5KA002516,32.10824,118.8421,98,910950.44,3,100
LS6A2E0E8KA002561,31.9304,118.84375,11,950272,3,100
LS5A2DJX0KA002861,29.71795,106.62477,55,937164.8,3,100
LS6A2E0E0KA001095,32.04124,118.77912,80,865075.2,3,100
LS5A2DJX2KA004840,29.55209,106.51556,41,884736,1,100
LS5A2AJX0KA002096,29.49509,106.62554,97,969932.8,1,98.1
LS5A2DJX6KA002492,31.98174,118.8209,62,1101004.9,3,100
LS6A2E0E5KA001951,31.9148,118.89484,69,1048576,3,100
LS5A2AJX9KA003408,35.0358,111.03547,12,937164.8,3,99.8
LS5A2DJX7KA002159,32.1318,118.87738,87,871628.8,3,97.5
LS5A2DJX6KA001245,32.11593,118.78223,79,1015808,3,98.6
LS6A2E0E2KA001485,32.09281,118.79004,35,845414.44,3,100
LS6A2E0E8KA008439,37.80084,112.56297,97,983040,3,100
LS6A2E0E6KA007578,0,0,92,904396.8,1,100
LS6A2E0E2KA001163,32.11646,118.81745,46,1055129.6,3,100
LS6A2E0E5KA002940,31.97137,118.87147,82,806092.8,3,100
LS6A2E0E7KA010148,30.37008,120.17672,49,950272,3,100
LS5A2AJX7KA004041,37.47739,121.24768,90,1264844.9,1,99.9
LS6A2E0E1KA002952,32.06849,118.73289,89,950272,3,100
LS6A2E0E8KA003161,32.06983,118.64055,77,1015808,3,100
LS5A2DJX2KA005826,32.0412,118.89446,63,1061683.2,1,97.6
LS6A2E0E4KA003044,0,0,94,838860.8,3,100
LS6A2E0E6KA003224,32.21696,118.73632,65,858521.6,3,100
LS6A2E0E9KA002083,32.02216,118.77859,89,917504,3,100
LS6A2E0E1KA007276,29.66967,106.5584,95,871628.8,3,100
LS6A2E0E3KA002726,32.01631,118.79168,47,1009254.44,3,100
LS5A2AJX1KA003418,35.11174,111.03779,60,910950.44,3,100
LS6A2E0E5KA002369,32.0032,118.72955,90,819200,3,100
LS6A2E0E5KA009788,30.37011,120.17662,53,917504,3,100
LS6A2E0E0KA001937,32.12922,118.84086,92,851968,3,100
LS6A2E0EXKA001461,32.06,118.73273,68,838860.8,3,100
LS6A2E0E9KA003203,32.13151,118.95828,88,910950.44,3,100
LS6A2E0E2KA002247,31.83419,118.58435,99,1022361.6,3,100
LS6A2E0E3KA002418,32.09432,118.77796,22,969932.8,1,100
LS6A2E0E2KA002846,32.09351,118.76343,81,963379.2,3,100
LS6A2E0E8KA002656,32.04061,118.78895,71,1028915.2,3,100
LS5A2DJX2KA002554,32.06196,118.91839,90,1009254.44,3,98
LS5A2DJX1KA001217,32.08649,118.82138,96,904396.8,3,98
LS6A2E0E0KA001274,31.95201,118.81558,25,937164.8,3,100
LS5A2DJX1KA002397,0,0,97,1042022.44,1,88.9
LS5A2DJX8KA002770,0,0,67,937164.8,3,99.5
LS6A2E0E1KA007469,29.60291,106.47907,91,1048576,3,100
LS6A2E0E6KA002218,32.1619,118.7074,94,878182.44,3,100
LS5A2DJX6KA002752,31.93047,118.80286,56,838860.8,3,99.6
LS5A2AJX7KA002810,34.34734,118.31341,51,950272,3,93.6
LS5A2DJX0KA002827,32.07119,118.77554,66,989593.6,3,94.8
LS5A2AJX0KA003412,35.07767,111.0319,48,924057.6,1,99.8
LS6A2E0E5KA002422,31.9548,118.83657,74,963379.2,3,100
LS6A2E0E6KA009007,29.34642,121.90468,62,1159987.2,1,100
LS6A2E0E4KA001326,32.0774,118.63162,94,806092.8,3,100
LS5A2DJX0KA001208,32.04958,118.77962,88,819200,3,93.5
LS5A2DJXXKA002351,31.95464,118.81113,70,904396.8,1,98.9
LS6A2E0E8KA009123,28.55127,121.38425,54,950272,3,100
LS5A2DJX3KA002868,31.89658,118.91475,75,865075.2,3,98.9
LS6A2E0E7KA002048,32.06619,118.73364,76,806092.8,3,100
LS6A2E0E3KA001527,32.07899,118.82068,64,825753.6,3,100
LS5A2DJX5KA001088,32.12041,118.83292,90,865075.2,3,100
LS6A2E0EXKA001069,32.08331,118.76241,63,819200,3,99.9
LS6A2E0E1KA001039,32.20996,118.72384,78,963379.2,3,100
LS6A2E0E4KA002153,32.12468,118.91646,76,989593.6,3,100
LS6A2E0E1KA009206,30.38683,120.11322,81,1094451.2,3,100
LS6A2E0E5KA003103,32.02159,118.77529,84,806092.8,3,100
LS5A2DJX9KA001112,31.96646,118.7999,56,812646.44,1,100
LS6A2E0E7KA002390,32.06353,118.73472,81,1015808,3,99.5
LS5A2DJX2KA004370,29.6679,106.60783,85,937164.8,1,100
LS6A2E0EXKA002027,31.94663,118.85346,46,924057.6,3,100
LS5A2AJX2KA004433,37.87321,112.52189,52,983040,3,99.6
LS5A2DJX9KA002969,0,0,74,1009254.44,1,99.3
LS6A2E0E0KA009794,30.37018,120.17683,50,969932.8,3,100
LS6A2E0E5KA002761,32.05277,118.92157,94,832307.2,3,100
LS5A2DJX3KA002532,31.98127,118.71685,90,812646.44,3,100
LS6A2E0E1KA002367,32.0855,118.77465,99,865075.2,1,100
LS6A2E0E7KA000929,31.96244,118.8658,86,897843.2,1,100
LS6A2E0EXKA002738,31.95884,118.70143,79,910950.44,3,100
LS6A2E0E9KA003105,32.01704,118.78835,73,865075.2,3,100
LS6A2E0E0KA002828,32.0492,118.78028,78,1087897.6,3,100
LS6A2E0E0KA002747,31.97859,118.75845,48,851968,3,100
LS5A2DJX5KA003164,32.05998,118.6218,92,858521.6,3,100
LS6A2E0E6KA002946,32.06775,118.77099,96,1140326.4,3,100
LS6A2E0E1KA009433,30.23495,120.02035,34,930611.2,3,100
LS6A2E0E6KA009931,0,0,46,1002700.8,3,100
LS6A2E0E0KA001517,32.1179,118.86219,100,963379.2,4,100
LS6A2E0E2KA002460,32.00697,118.79092,70,996147.2,3,100
LS6A2E0E3KA009305,30.09266,120.2012,50,878182.44,3,100
LS6A2E0E7KA001675,31.90823,118.89698,83,806092.8,3,100
LS6A2E0E7KA002793,32.05087,118.76435,89,845414.44,3,100
LS6A2E0E6KA001618,32.12077,118.83189,96,858521.6,3,100
LS6A2E0E5KA001786,31.97726,118.78831,86,838860.8,1,99.9
LS5A2DJX7KA002159,32.11853,118.9306,84,871628.8,3,97.5
LS6A2E0E3KA002466,32.04215,118.79964,73,884736,3,100
LS5A2DJX9KA003040,32.03084,118.76434,73,937164.8,3,99.6
LS6A2E0E1KA001087,0,0,95,825753.6,3,100
LS5A2DJX8KA003126,31.94445,118.81634,90,904396.8,3,99.8
LS5A2DJX6KA001164,32.15924,118.84885,96,976486.44,3,100
LS5A2DJX7KA002341,32.04407,118.7608,75,806092.8,3,96.5
LS5A2DJX2KA005275,29.63411,106.57003,79,937164.8,3,100
LS5A2DJX8KA002588,32.04414,118.7743,25,1048576,3,99
LS6A2E0E4KA003030,32.09908,118.80413,92,871628.8,3,100
LS6A2E0E3KA001513,0,0,76,1074790.4,3,100
LS5A2DJX2KA002876,32.0246,118.74091,73,950272,1,99.8
LS6A2E0E0KA002103,32.21759,118.71703,97,806092.8,3,100
LS5A2DJX4KA001289,32.04744,118.91827,89,917504,3,100
LS6A2E0E4KA009572,30.37058,120.17574,44,996147.2,3,100
LS5A2DJX8KA002817,32.14384,118.72745,84,851968,3,97.4
LS5A2AJX1KA003693,29.51998,106.56163,88,1055129.6,1,100
LS6A2E0E9KA002245,32.13351,118.86239,90,989593.6,3,100
LS6A2E0E8KA002706,32.13604,118.72873,76,819200,1,100
LS6A2E0E9KA002620,31.89763,118.90112,58,1035468.8,3,100
LS5A2DJXXKA004391,0,0,96,1035468.8,3,100
LS5A2DJX8KA001280,31.89518,118.76116,88,806092.8,3,100
LS6A2E0E6KA001554,32.1761,118.70667,63,871628.8,3,100
LS6A2E0E9KA001435,32.09431,118.77802,75,825753.6,1,100
LS5A2DJXXKA002284,31.98984,118.71802,12,1068236.9,1,97.3
LS6A2E0E8KA009414,0,0,47,950272,3,100
LS6A2E0E0KA001016,32.09154,118.78956,79,806092.8,3,100
LS5A2DJX4KA005570,29.5033,106.47152,90,819251.5,3,100
LS6A2E0E3KA002399,32.13566,118.97565,91,819200,3,100
LS6A2E0EXKA002657,31.95241,118.83389,70,812646.44,3,100
LS5A2DJX7KA002758,32.01379,118.85155,93,891289.6,3,99.5
LS6A2E0E8KA009171,38.44711,112.73366,80,989593.6,3,100
LS6A2E0E3KA009305,30.09546,120.21274,50,878182.44,3,100
LS5A2AJX4KA004420,27.26081,111.7356,68,963379.2,3,95.1
LS5A2DJX2KA001145,32.14895,118.94796,87,917504,3,100
LS5A2AJX3KA003503,35.01008,110.99728,79,871628.8,3,100
LS6A2E0E6KA002641,32.04974,118.74694,67,891289.6,3,100
LS6A2E0E2KA001471,32.02785,118.88959,31,976486.44,3,100
LS5A2DJX9KA002177,32.10928,118.86541,80,924057.6,3,91.9
LS6A2E0E9KA009924,30.37015,120.17672,51,950272,3,100
LS6A2E0E9KA001080,32.0209,118.83431,93,1284505.6,3,100
LS6A2E0E4KA001116,32.13893,118.82063,74,792985.6,3,100
LS5A2AJX9KA003473,35.09483,110.98041,59,943718.44,3,100
LS5A2AJXXKA007063,37.38603,121.60009,77,983040,3,100
LS6A2E0E1KA003096,31.96438,118.85319,72,851968,3,100
LS5A2DJX1KA002738,32.06952,118.76712,44,956825.6,1,99.1
LS6A2E0E0KA001582,31.95832,118.84689,72,950272,3,100
LS6A2E0E9KA002732,32.04265,118.84665,89,806092.8,3,100
LS6A2E0E5KA002419,31.92817,118.78329,40,1179648,1,100
LS5A2DJX2KA002196,31.84022,118.55921,80,865075.2,3,99.4
LS6A2E0E0KA002523,32.32052,118.82529,94,845414.44,3,100
LS5A2DJX3KA002515,0,0,69,1061683.2,3,99.700005
LS6A2E0E2KA003172,32.15712,118.85992,98,884736,3,100
LS6A2E0E2KA002023,32.04587,118.9175,95,924057.6,3,99.9
LS5A2DJXXKA002527,32.09898,118.79461,32,1068236.9,3,89.6
LS6A2E0E1KA001090,32.0427,118.80538,100,963379.2,3,100
LS6A2E0E2KA003057,32.08564,118.77466,28,1009254.44,3,100
LS6A2E0E9KA007719,29.51689,106.47802,92,825753.6,3,100
LS5A2AJX6KA002054,29.60013,106.51682,49,910950.44,3,99.6
LS5A2DJX0KA002827,32.0804,118.72643,64,989593.6,3,94.8
LS5A2DJX1KA001296,32.06942,118.7328,92,806092.8,3,98.1
LS5A2DJX8KA002803,31.89385,118.94669,71,825753.6,3,99.9
LS5A2AJX3KA002061,29.47822,106.56027,38,956825.6,3,96.5
LS6A2E0E7KA001322,32.14407,118.99039,82,1133772.9,3,99.9
LS6A2E0E0KA002781,32.1033,118.83206,99,838860.8,3,100
LS6A2E0E1KA001333,31.93189,118.85578,85,819200,3,100
LS6A2E0E2KA001048,32.00779,118.77402,72,996147.2,3,100
LS5A2AJXXKA002879,37.85959,112.55935,85,1022361.6,3,100
LS6A2E0E7KA002423,32.10881,118.80838,93,884736,3,100
LS6A2E0E4KA002864,32.03208,118.72654,74,838860.8,3,100
LS6A2E0E9KA003086,32.15701,118.85991,93,904396.8,3,100
LS6A2E0E7KA002986,32.21816,118.7172,80,917504,3,99.9
LS6A2E0E6KA008942,29.74365,121.49347,99,884736,1,100
LS6A2E0E9KA001015,32.08557,118.79307,38,917504,3,100
LS6A2E0E9KA001225,32.0465,118.73414,76,1002700.8,3,100
LS6A2E0E6KA001067,31.99539,118.78439,81,891289.6,3,100
LS6A2E0E8KA001118,32.07713,118.73056,12,1101004.9,3,100
LS6A2E0E8KA002656,32.00671,118.77671,68,1028915.2,3,100
LS5A2DJXXKA002267,32.07519,118.74936,93,983040,3,93.9
LS6A2E0E4KA002959,32.13337,118.90141,95,943718.44,3,100
LS6A2E0E6KA001067,31.99612,118.78592,81,891289.6,3,100
LS6A2E0E1KA002742,32.04804,118.8134,87,969932.8,3,100
LS5A2DJX1KA002335,29.47263,106.47371,34,1068236.9,3,100
LS6A2E0E8KA001619,32.03387,118.89648,64,891289.6,3,100
LS6A2E0E2KA001454,0,0,42,976486.44,3,100
LS6A2E0E0KA001534,32.09651,118.81263,78,950272,1,100
LS6A2E0EXKA009432,30.32178,120.14862,50,924057.6,3,100
LS6A2E0E4KA001164,0,0,97,812646.44,3,100
LS6A2E0E0KA002389,32.23131,118.73465,54,865075.2,1,100
LS5A2AJX1KA003581,0,0,43,1087897.6,3,100
LS5A2DJX2KA001016,32.06053,118.77632,86,969932.8,3,97.4
LS5A2DJX4KA001227,31.99936,118.78116,79,871628.8,1,100
LS6A2E0E5KA007636,29.57274,106.49017,72,1028915.2,3,100
LS6A2E0E1KA001042,0,0,94,871628.8,3,100
LS6A2E0E0KA002067,32.13507,118.7384,78,838860.8,3,100
LS6A2E0E5KA002274,32.02116,118.74806,33,937164.8,3,100
LS5A2DJX2KA002196,31.84011,118.55919,80,865075.2,3,99.4
LS6A2E0E1KA002918,32.04453,118.76557,65,806092.8,3,100
LS6A2E0EXKA009415,30.32168,120.14856,51,891289.6,3,100
LS5A2DJX9KA002390,32.10757,118.82907,77,1114112,3,88.8
LS6A2E0EXKA002139,32.05527,118.79058,78,937164.8,3,100
LS5A2DJX2KA002134,32.04473,118.77876,88,884736,3,99.4
LS5A2DJXXKA002334,32.07762,118.87491,91,825753.6,3,99.5
LS6A2E0E6KA002655,32.01069,118.70104,85,884736,3,100
LS6A2E0E9KA001452,32.06073,118.78198,64,825753.6,3,100
LS5A2DJX4KA001194,32.12444,118.91613,95,1140326.4,3,96.3
LS6A2E0E2KA009148,29.50812,120.09339,90,917504,3,100
LS6A2E0E6KA008780,38.41488,112.71598,16,950272,3,100
LS6A2E0E5KA002923,31.93114,118.74583,70,806092.8,1,100
LS6A2E0E2KA002684,32.1237,118.87208,74,1048576,1,100
LS5A2DJX2KA002389,32.07304,118.74976,68,845414.44,3,98.4
LS5A2AJX1KA003466,35.08098,111.03428,100,976486.44,3,100
LS6A2E0E2KA001745,32.00891,118.75534,81,983040,3,100
LS5A2DJX7KA006518,22.95457,112.09252,92,845414.44,3,91.3
LS5A2DJXXKA002804,32.12662,118.88654,64,819200,3,100
LS5A2AJX7KA004198,35.00858,111.00047,38,1218969.6,3,100
LS6A2E0EXKA002996,32.14408,118.74087,45,943718.44,1,100
LS6A2E0E7KA008125,29.50697,106.52687,99,910950.44,1,100
LS6A2E0E1KA002448,31.90608,118.78266,87,1068236.9,3,100
LS5A2DJX0KA002813,32.03408,118.7033,75,806092.8,3,99.5
LS6A2E0E1KA009366,30.37,120.17653,52,996147.2,3,100
LS6A2E0E2KA001826,31.94672,118.66012,65,950272,3,100
LS5A2AJX2KA003394,27.83886,113.14441,97,1042022.44,3,99.700005
LS6A2E0E0KA002666,31.94928,118.81596,72,897843.2,3,100
LS6A2E0E0KA002148,0,0,84,956825.6,3,100
LS6A2E0E4KA009135,29.7061,120.27598,72,969932.8,1,100
LS6A2E0E7KA003202,31.94546,118.85035,67,969932.8,3,100
LS6A2E0E8KA002351,31.9874,118.72534,96,806092.8,3,100
LS6A2E0E6KA002395,32.14098,118.99098,69,989593.6,3,100
LS6A2E0E7KA009517,30.37012,120.17672,48,1048576,3,100
LS5A2DJX3KA006368,29.56351,106.5342,75,1055129.6,3,100
LS5A2DJX7KA003103,32.0211,118.84002,67,910950.44,3,98.1
LS6A2E0E9KA000978,32.1173,118.86123,97,1002700.8,3,100
LS6A2E0E5KA009693,30.37,120.17665,42,1101004.9,3,100
LS5A2DJX3KA004491,29.62965,106.4846,76,996147.2,3,100
LS6A2E0E7KA002969,32.21003,118.72567,83,1002700.8,3,99.9
LS5A2AJX1KA003998,37.64603,120.99896,29,983040,3,99.8
LS5A2AJX7KA004637,27.23095,111.4656,63,878182.44,3,94.6
LS6A2E0E5KA000928,31.94225,118.81662,96,950272,3,100
LS5A2DJXXKA002284,31.98987,118.71796,21,1068236.9,1,97.3
LS6A2E0E4KA002900,32.15351,118.72478,66,1061683.2,1,100
LS6A2E0E3KA001043,31.9117,118.82588,97,806092.8,3,100
LS6A2E0E9KA001077,32.21879,118.72628,36,1599078.4,3,100
LS6A2E0E7KA002115,32.02636,118.77585,71,806092.8,3,100
LS6A2E0E2KA002846,32.09216,118.78982,80,963379.2,3,100
LS5A2DJX3KA002482,32.00396,118.76474,57,897843.2,3,100
LS5A2AJX6KA003429,35.09041,111.0441,33,1166540.9,3,100
LS6A2E0E8KA002706,32.13608,118.72885,95,819200,1,100
LS6A2E0E1KA002577,32.05647,118.7685,43,878182.44,3,100
LS5A2DJX8KA002882,32.01443,118.78736,70,845414.44,3,90.1
LS6A2E0E7KA001028,32.05664,118.92513,62,956825.6,3,100
LS5A2AJX3KA004375,27.24177,111.46804,60,845414.44,3,99.200005
LS5A2DJX7KA002257,31.97509,118.76973,85,845414.44,3,100
LS6A2E0E7KA007427,29.73028,106.58978,19,851968,3,100
LS5A2DJX4KA001101,32.05221,118.78189,47,969932.8,3,92.5
LS6A2E0EXKA001069,32.08339,118.7624,63,819200,3,99.9
LS5A2DJX6KA001150,32.03751,118.85127,100,924057.6,3,91.6
LS6A2E0E7KA002390,32.06181,118.73483,81,1015808,3,99.5
LS5A2DJX5KA002502,32.05209,118.89362,71,884736,3,99.700005
LS5A2DJX1KA002822,32.03463,118.7815,82,969932.8,3,93
LS6A2E0E3KA000944,31.95363,118.81121,96,1114112,3,100
LS5A2AJX4KA002103,29.53049,106.52086,86,917504,3,98.8
LS5A2DJX8KA001070,31.93537,118.88553,90,1166540.9,3,96.200005
LS6A2E0E0KA002375,32.10173,118.92259,99,884736,3,99.9
LS6A2E0E7KA001532,31.96306,118.85132,64,930611.2,3,100
LS6A2E0E1KA009819,30.37074,120.17586,43,1035468.8,3,100
LS5A2AJX1KA004391,26.40453,111.62003,57,910950.44,3,93.200005
LS5A2DJX3KA002367,32.05123,118.7425,66,904396.8,3,99.3
LS5A2DJX3KA002854,0,0,72,832307.2,3,99.5
LS6A2E0E8KA009543,30.37006,120.1767,53,924057.6,3,100
LS6A2E0E6KA009069,23.00761,113.0963,84,989593.6,3,100
LS5A2AJX5KA003423,35.08039,111.0345,55,937164.8,1,100
LS6A2E0E0KA002621,0,0,62,806092.8,3,100
LS6A2E0E9KA000978,32.11866,118.86065,97,1002700.8,3,100
LS6A2E0E6KA001991,32.06596,118.73378,76,943718.44,3,100
LS6A2E0E8KA001054,32.01557,118.75803,29,917504,3,100
LS6A2E0E3KA001897,31.86703,118.78535,98,937164.8,3,100
LS6A2E0E2KA002975,0,0,87,950272,3,100
LS6A2E0E1KA009013,29.46202,121.88676,50,1009254.44,3,100
LS6A2E0E9KA002441,32.12966,118.88022,38,832307.2,1,100
LS5A2DJX7KA001111,32.11848,118.90071,42,806092.8,3,100
LS6A2E0E1KA002532,32.04592,118.76697,82,1015808,3,100
LS6A2E0E4KA002797,31.97267,118.75789,74,812646.44,3,100
LS6A2E0E4KA009135,29.70604,120.27596,67,969932.8,1,100
LS6A2E0E0KA001503,32.15461,118.72905,96,1015808,3,100
LS5A2DJX7KA002467,32.12183,118.9229,88,865075.2,3,100
LS6A2E0E8KA010126,30.37098,120.17602,50,983040,3,100
LS6A2E0E8KA002639,32.11586,118.79084,92,1074790.4,3,100
LS5A2AJX1KA003998,37.5573,121.12121,35,983040,3,99.8
LS6A2E0E0KA001047,32.1302,118.7303,94,806092.8,3,100
LS5A2DJX2KA002876,32.0246,118.7409,74,950272,1,99.8
LS5A2DJX7KA002176,32.06598,118.61648,94,806092.8,3,100
LS6A2E0E1KA002014,31.94714,118.77854,86,878182.44,3,100
LS6A2E0EXKA002786,32.13653,118.72198,86,910950.44,3,100
LS6A2E0E5KA003196,0,0,78,806092.8,1,100
LS5A2DJX2KA003140,29.51035,106.64114,90,819200,3,100
LS5A2DJX4KA001289,32.04733,118.92035,89,917504,3,100
LS5A2DJX4KA001275,32.01422,118.76022,31,904396.8,3,97.9
LS6A2E0E1KA002045,32.15344,118.72491,75,1081344,1,100
LS6A2E0EXKA001010,31.94483,118.81297,43,871628.8,3,100
LS6A2E0E5KA001240,31.7384,118.8868,59,819200,3,99.9
LS6A2E0E0KA002750,32.10726,118.83397,83,1022361.6,3,100
LS5A2DJX2KA002568,31.94941,118.74966,72,950272,3,100
LS6A2E0E2KA001826,31.94207,118.65213,68,950272,3,100
LS6A2E0EXKA001315,32.03802,118.72912,78,924057.6,3,100
LS6A2E0E6KA009282,30.30467,120.38835,46,1048576,3,99.4
LS6A2E0E4KA009023,29.43774,119.89065,27,1028915.2,3,100
LS6A2E0E0KA001016,32.09231,118.78987,78,806092.8,3,100
